State,city_state,County,DMA,Year,population
 CA,"Anaheim, CA",ORANGE,Los Angeles,2011,340801
 CA,"Anaheim, CA",ORANGE,Los Angeles,2010,337257
 CA,"Anaheim, CA",ORANGE,Los Angeles,2009,337896
 CA,"Anaheim, CA",ORANGE,Los Angeles,2008,333114
 CA,"Anaheim, CA",ORANGE,Los Angeles,2007,329131
 CA,"Anaheim, CA",ORANGE,Los Angeles,2006,328997
 CA,"Anaheim, CA",ORANGE,Los Angeles,2005,329315
 CA,"Anaheim, CA",ORANGE,Los Angeles,2004,331170
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2014,105094
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2013,104870
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2012,104407
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2011,103901
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2010,103336
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2009,103121
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2008,102031
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2007,101708
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2006,102275
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2005,102673
 CA,"Burbank, CA",LOS ANGELES,Los Angeles,2004,102710
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2014,161289
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2013,159441
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2012,157903
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2011,154989
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2010,153162
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2009,151027
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2008,148336
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2007,147788
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2006,146623
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2005,146169
 CA,"Corona, CA",RIVERSIDE,Los Angeles,2004,145355
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2014,112840
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2013,112531
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2012,111961
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2011,111191
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2010,110195
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2009,110419
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2008,109326
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2007,107504
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2006,107955
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2005,108612
 CA,"Costa Mesa, CA",ORANGE,Los Angeles,2004,109341
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2014,113885
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2013,113464
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2012,112989
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2011,112454
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2010,111824
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2009,107117
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2008,106664
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2007,106512
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2006,107285
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2005,108238
 CA,"Downey, CA",LOS ANGELES,Los Angeles,2004,108857
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2014,116371
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2013,115971
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2012,115207
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2011,114294
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2010,113674
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2009,121447
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2008,120867
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2007,120562
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2006,120895
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2005,120946
 CA,"El Monte, CA",LOS ANGELES,Los Angeles,2004,120575
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2014,205107
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2013,203571
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2012,201826
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2011,200231
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2010,197413
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2009,188013
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2008,186869
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2007,184814
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2006,182947
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2005,178102
 CA,"Fontana, CA",SAN BERNARDINO,Los Angeles,2004,173401
 CA,"Fullerton, CA",ORANGE,Los Angeles,2014,139613
 CA,"Fullerton, CA",ORANGE,Los Angeles,2013,139275
 CA,"Fullerton, CA",ORANGE,Los Angeles,2012,138576
 CA,"Fullerton, CA",ORANGE,Los Angeles,2011,136661
 CA,"Fullerton, CA",ORANGE,Los Angeles,2010,135381
 CA,"Fullerton, CA",ORANGE,Los Angeles,2009,132620
 CA,"Fullerton, CA",ORANGE,Los Angeles,2008,130935
 CA,"Fullerton, CA",ORANGE,Los Angeles,2007,130345
 CA,"Fullerton, CA",ORANGE,Los Angeles,2006,130744
 CA,"Fullerton, CA",ORANGE,Los Angeles,2005,131392
 CA,"Fullerton, CA",ORANGE,Los Angeles,2004,132287
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2014,175381
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2013,175218
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2012,174390
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2011,173289
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2010,171273
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2009,166332
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2008,164727
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2007,163550
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2006,163671
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2005,164428
 CA,"Garden Grove, CA",ORANGE,Los Angeles,2004,165637
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2014,199741
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2013,196461
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2012,194649
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2011,193151
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2010,191869
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2009,196882
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2008,195486
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2007,194060
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2006,195627
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2005,197342
 CA,"Glendale, CA",LOS ANGELES,Los Angeles,2004,198641
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2014,200730
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2013,198012
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2012,194816
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2011,193351
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2010,191389
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2009,193366
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2008,191405
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2007,190479
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2006,191328
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2005,192489
 CA,"Huntington Beach, CA",ORANGE,Los Angeles,2004,193274
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2014,111652
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2013,111586
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2012,111299
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2011,110770
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2010,109727
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2009,112241
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2008,111769
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2007,111713
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2006,112726
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2005,112945
 CA,"Inglewood, CA",LOS ANGELES,Los Angeles,2004,113797
 CA,"Irvine, CA",ORANGE,Los Angeles,2014,248401
 CA,"Irvine, CA",ORANGE,Los Angeles,2013,236939
 CA,"Irvine, CA",ORANGE,Los Angeles,2012,229609
 CA,"Irvine, CA",ORANGE,Los Angeles,2011,220502
 CA,"Irvine, CA",ORANGE,Los Angeles,2010,213344
 CA,"Irvine, CA",ORANGE,Los Angeles,2009,209716
 CA,"Irvine, CA",ORANGE,Los Angeles,2008,204936
 CA,"Irvine, CA",ORANGE,Los Angeles,2007,197714
 CA,"Irvine, CA",ORANGE,Los Angeles,2006,190269
 CA,"Irvine, CA",ORANGE,Los Angeles,2005,184838
 CA,"Irvine, CA",ORANGE,Los Angeles,2004,176670
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2014,160699
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2013,159871
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2012,158798
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2011,158397
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2010,156875
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2009,145776
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2008,144156
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2007,141473
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2006,138209
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2005,132391
 CA,"Lancaster, CA",LOS ANGELES,Los Angeles,2004,127385
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2014,472430
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2013,470536
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2012,468601
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2011,465533
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2010,462633
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2009,462604
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2008,460138
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2007,459925
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2006,463723
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2005,467851
 CA,"Long Beach, CA",LOS ANGELES,Los Angeles,2004,470620
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2014,3936940
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2013,3902005
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2012,3864724
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2011,3828604
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2010,3796575
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2009,3831868
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2008,3801576
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2007,3778658
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2006,3777502
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2005,3794640
 CA,"Los Angeles, CA",LOS ANGELES,Los Angeles,2004,3796018
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2014,202904
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2013,201033
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2012,198824
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2011,196946
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2010,194366
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2009,191754
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2008,188676
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2007,185688
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2006,179378
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2005,174722
 CA,"Moreno Valley, CA",RIVERSIDE,Los Angeles,2004,163564
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2014,106943
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2013,106698
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2012,106364
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2011,106131
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2010,105587
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2009,102508
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2008,102142
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2007,102222
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2006,103255
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2005,104425
 CA,"Norwalk, CA",LOS ANGELES,Los Angeles,2004,105287
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2014,168972
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2013,167784
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2012,167095
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2011,166010
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2010,164425
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2009,171603
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2008,170947
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2007,169605
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2006,170865
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2005,170630
 CA,"Ontario, CA",SAN BERNARDINO,Los Angeles,2004,168068
 CA,"Orange, CA",ORANGE,Los Angeles,2014,139819
 CA,"Orange, CA",ORANGE,Los Angeles,2013,140238
 CA,"Orange, CA",ORANGE,Los Angeles,2012,139468
 CA,"Orange, CA",ORANGE,Los Angeles,2011,138442
 CA,"Orange, CA",ORANGE,Los Angeles,2010,136830
 CA,"Orange, CA",ORANGE,Los Angeles,2009,136990
 CA,"Orange, CA",ORANGE,Los Angeles,2008,135436
 CA,"Orange, CA",ORANGE,Los Angeles,2007,132635
 CA,"Orange, CA",ORANGE,Los Angeles,2006,132968
 CA,"Orange, CA",ORANGE,Los Angeles,2005,133751
 CA,"Orange, CA",ORANGE,Los Angeles,2004,132230
 CA,"Oxnard, CA",VENTURA,Los Angeles,2014,205371
 CA,"Oxnard, CA",VENTURA,Los Angeles,2013,203415
 CA,"Oxnard, CA",VENTURA,Los Angeles,2012,201496
 CA,"Oxnard, CA",VENTURA,Los Angeles,2011,200136
 CA,"Oxnard, CA",VENTURA,Los Angeles,2010,198512
 CA,"Oxnard, CA",VENTURA,Los Angeles,2009,187535
 CA,"Oxnard, CA",VENTURA,Los Angeles,2008,185035
 CA,"Oxnard, CA",VENTURA,Los Angeles,2007,183235
 CA,"Oxnard, CA",VENTURA,Los Angeles,2006,181613
 CA,"Oxnard, CA",VENTURA,Los Angeles,2005,181344
 CA,"Oxnard, CA",VENTURA,Los Angeles,2004,181656
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2014,157901
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2013,157365
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2012,155448
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2011,154346
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2010,153014
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2009,143985
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2008,141705
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2007,138596
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2006,136017
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2005,132708
 CA,"Palmdale, CA",LOS ANGELES,Los Angeles,2004,129378
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2014,140521
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2013,140055
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2012,138612
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2011,137960
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2010,137176
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2009,143667
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2008,141880
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2007,141306
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2006,141437
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2005,141836
 CA,"Pasadena, CA",LOS ANGELES,Los Angeles,2004,142265
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2014,152962
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2013,151671
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2012,150870
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2011,149948
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2010,149119
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2009,152367
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2008,151560
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2007,150564
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2006,151497
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2005,151855
 CA,"Pomona, CA",LOS ANGELES,Los Angeles,2004,151967
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2014,174127
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2013,171512
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2012,170419
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2011,168172
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2010,166261
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2009,171809
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2008,170057
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2007,168587
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2006,167996
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2005,167091
 CA,"Rancho Cucamonga, CA",SAN BERNARDINO,Los Angeles,2004,157291
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2014,319312
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2013,316759
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2012,313212
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2011,309987
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2010,305615
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2009,297841
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2008,293207
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2007,290601
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2006,288152
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2005,285615
 CA,"Riverside, CA",RIVERSIDE,Los Angeles,2004,284960
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2014,214869
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2013,214205
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2012,213276
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2011,212022
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2010,210234
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2009,198411
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2008,198014
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2007,197966
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2006,198922
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2005,198959
 CA,"San Bernardino, CA",SAN BERNARDINO,Los Angeles,2004,199590
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2014,0
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2013,0
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2012,179013
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2011,177805
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2010,176500
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2009,169174
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2008,168005
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2007,167371
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2006,168440
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2005,169659
 CA,"Santa Clarita, CA",LOS ANGELES,Los Angeles,2004,166325
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2014,126790
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2013,126279
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2012,125569
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2011,125177
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2010,124493
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2009,120921
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2008,119977
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2007,119365
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2006,119268
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2005,117121
 CA,"Simi Valley, CA",VENTURA,Los Angeles,2004,117395
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2014,129226
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2013,128673
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2012,127990
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2011,127517
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2010,126798
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2009,123520
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2008,122560
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2007,122265
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2006,122186
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2005,122716
 CA,"Thousand Oaks, CA",VENTURA,Los Angeles,2004,123473
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2014,148152
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2013,147755
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2012,147082
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2011,146371
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2010,145498
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2009,140317
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2008,139664
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2007,139367
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2006,139873
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2005,140712
 CA,"Torrance, CA",LOS ANGELES,Los Angeles,2004,140977
 CA,"Ventura, CA",VENTURA,Los Angeles,2014,109421
 CA,"Ventura, CA",VENTURA,Los Angeles,2013,109064
 CA,"Ventura, CA",VENTURA,Los Angeles,2012,108601
 CA,"Ventura, CA",VENTURA,Los Angeles,2011,107797
 CA,"Ventura, CA",VENTURA,Los Angeles,2010,107146
 CA,"Ventura, CA",VENTURA,Los Angeles,2009,104423
 CA,"Ventura, CA",VENTURA,Los Angeles,2008,103524
 CA,"Ventura, CA",VENTURA,Los Angeles,2007,102582
 CA,"Ventura, CA",VENTURA,Los Angeles,2006,102694
 CA,"Ventura, CA",VENTURA,Los Angeles,2005,102921
 CA,"Ventura, CA",VENTURA,Los Angeles,2004,103019
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2014,121775
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2013,121241
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2012,120202
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2011,118109
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2010,116344
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2009,110921
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2008,109313
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2007,105961
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2006,97121
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2005,90126
 CA,"Victorville, CA",SAN BERNARDINO,Los Angeles,2004,81789
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2014,108231
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2013,107952
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2012,107497
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2011,106971
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2010,106185
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2009,105464
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2008,104892
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2007,104816
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2006,105690
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2005,106733
 CA,"West Covina, CA",LOS ANGELES,Los Angeles,2004,107236
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2014,612821
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2013,610213
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2012,604924
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2011,600883
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2010,597738
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2009,566503
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2008,563119
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2007,562632
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2006,559709
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2005,559855
 KY-IN,"Louisville-Jefferson County, KY-IN",Louisville-Jefferson County,Louisville,2004,558389
 TX,"Lubbock, TX",LUBBOCK,Lubbock,2014,244861
 TX,"Lubbock, TX",LUBBOCK,Lubbock,2013,239922
 TX,"Lubbock, TX",LUBBOCK,Lubbock,2012,236262
 TX,"Lubbock, TX",LUBBOCK,Lubbock,2011,233605
 TX,"Lubbock, TX",LUBBOCK,Lubbock,2010,230622
 TX,"Lubbock, TX",LUBBOCK,Lubbock,2009,225859
 TX,"Lubbock, TX",LUBBOCK,Lubbock,2008,221248
 TX,"Lubbock, TX",LUBBOCK,Lubbock,2007,218946
